"年月","指数类别","组别类别","基数年","指数","权数"
"202004","CCPI","8","Index : October 2019 - September 2020 = 100",104.1,1.12
"202004","CCPI","9","Index : October 2019 - September 2020 = 100",100.6,0.03
"202004","CCPI","10","Index : October 2019 - September 2020 = 100",100.1,0.21
"202004","CCPI","11","Index : October 2019 - September 2020 = 100",98.7,0.53
"202004","CCPI","12","Index : October 2019 - September 2020 = 100",100.3,6.17
"202004","CCPI","99","Index : October 2019 - September 2020 = 100",101,100
"202005","CCPI","11","Index : October 2019 - September 2020 = 100",96.8,0.53
"202005","CCPI","12","Index : October 2019 - September 2020 = 100",100.1,6.17
"202005","CCPI","99","Index : October 2019 - September 2020 = 100",100.7,100
"202005","CCPI","1","Index : October 2019 - September 2020 = 100",101.3,0.36
"202005","CCPI","2","Index : October 2019 - September 2020 = 100",95.1,0.56
"202005","CCPI","3","Index : October 2019 - September 2020 = 100",100.1,1.8
"202005","CCPI","4","Index : October 2019 - September 2020 = 100",100,0.89
"202005","CCPI","5","Index : October 2019 - September 2020 = 100",100.3,0.01
"202005","CCPI","6","Index : October 2019 - September 2020 = 100",100,0.32
"202005","CCPI","7","Index : October 2019 - September 2020 = 100",100,0.34
"202005","CCPI","8","Index : October 2019 - September 2020 = 100",104.1,1.12
"202005","CCPI","9","Index : October 2019 - September 2020 = 100",100.6,0.03
"202005","CCPI","10","Index : October 2019 - September 2020 = 100",100.1,0.21
"202006","CCPI","1","Index : October 2019 - September 2020 = 100",100.7,0.36
"202006","CCPI","2","Index : October 2019 - September 2020 = 100",98.1,0.56
"202006","CCPI","3","Index : October 2019 - September 2020 = 100",100.1,1.8
"202006","CCPI","4","Index : October 2019 - September 2020 = 100",100,0.89
"202006","CCPI","5","Index : October 2019 - September 2020 = 100",100.3,0.01
"202006","CCPI","6","Index : October 2019 - September 2020 = 100",100.1,0.32
"202006","CCPI","7","Index : October 2019 - September 2020 = 100",100,0.34
"202006","CCPI","8","Index : October 2019 - September 2020 = 100",104.1,1.12
"202006","CCPI","9","Index : October 2019 - September 2020 = 100",100.5,0.03
"202006","CCPI","10","Index : October 2019 - September 2020 = 100",99.7,0.21
"202006","CCPI","11","Index : October 2019 - September 2020 = 100",97.7,0.53
"202006","CCPI","12","Index : October 2019 - September 2020 = 100",100.4,6.17
"202006","CCPI","99","Index : October 2019 - September 2020 = 100",100.6,100
"202007","CCPI","1","Index : October 2019 - September 2020 = 100",100.7,0.36
"202007","CCPI","2","Index : October 2019 - September 2020 = 100",99.1,0.56
"202007","CCPI","3","Index : October 2019 - September 2020 = 100",100,1.8
"202007","CCPI","4","Index : October 2019 - September 2020 = 100",100,0.89
"202007","CCPI","5","Index : October 2019 - September 2020 = 100",100.3,0.01
"202007","CCPI","6","Index : October 2019 - September 2020 = 100",100.1,0.32
"202007","CCPI","7","Index : October 2019 - September 2020 = 100",100,0.34
"202007","CCPI","8","Index : October 2019 - September 2020 = 100",87.4,1.12
"202007","CCPI","9","Index : October 2019 - September 2020 = 100",100.5,0.03
"202007","CCPI","10","Index : October 2019 - September 2020 = 100",99.7,0.21
"202007","CCPI","11","Index : October 2019 - September 2020 = 100",98.8,0.53
"202007","CCPI","12","Index : October 2019 - September 2020 = 100",97.6,6.17
"202007","CCPI","99","Index : October 2019 - September 2020 = 100",97.7,100
"202008","CCPI","12","Index : October 2019 - September 2020 = 100",98.1,6.17
"202008","CCPI","11","Index : October 2019 - September 2020 = 100",102.1,0.53
"202008","CCPI","10","Index : October 2019 - September 2020 = 100",100.1,0.21
"202008","CCPI","9","Index : October 2019 - September 2020 = 100",100.5,0.03
"202008","CCPI","8","Index : October 2019 - September 2020 = 100",87.4,1.12
"202008","CCPI","7","Index : October 2019 - September 2020 = 100",100,0.34
"202008","CCPI","99","Index : October 2019 - September 2020 = 100",99.9,100
"202008","CCPI","5","Index : October 2019 - September 2020 = 100",100.3,0.01
"202008","CCPI","4","Index : October 2019 - September 2020 = 100",99.9,0.89
"202008","CCPI","3","Index : October 2019 - September 2020 = 100",100.8,1.8
"202008","CCPI","2","Index : October 2019 - September 2020 = 100",98.9,0.56
"202008","CCPI","1","Index : October 2019 - September 2020 = 100",100.6,0.36
"202008","CCPI","6","Index : October 2019 - September 2020 = 100",100.2,0.32
"202009","CCPI","99","Index : October 2019 - September 2020 = 100",97.8,100
"202009","CCPI","12","Index : October 2019 - September 2020 = 100",98.2,6.17
"202009","CCPI","11","Index : October 2019 - September 2020 = 100",99.3,0.53
"202009","CCPI","10","Index : October 2019 - September 2020 = 100",103.8,0.21
"202009","CCPI","9","Index : October 2019 - September 2020 = 100",94.7,0.03
"202009","CCPI","8","Index : October 2019 - September 2020 = 100",87.4,1.12
"202009","CCPI","7","Index : October 2019 - September 2020 = 100",100,0.34
"202009","CCPI","6","Index : October 2019 - September 2020 = 100",100.2,0.32
"202009","CCPI","5","Index : October 2019 - September 2020 = 100",100.3,0.01
"202009","CCPI","4","Index : October 2019 - September 2020 = 100",100,0.89
"202009","CCPI","3","Index : October 2019 - September 2020 = 100",100.8,1.8
"202009","CCPI","1","Index : October 2019 - September 2020 = 100",104.1,0.36
"202009","CCPI","2","Index : October 2019 - September 2020 = 100",99.6,0.56
"202010","CCPI","5","Index : October 2019 - September 2020 = 100",100.3,0.01
"202010","CCPI","4","Index : October 2019 - September 2020 = 100",100,0.89
"202010","CCPI","3","Index : October 2019 - September 2020 = 100",100.8,1.8
"202010","CCPI","2","Index : October 2019 - September 2020 = 100",99.8,0.56
"202010","CCPI","1","Index : October 2019 - September 2020 = 100",104.1,0.36
"202010","CCPI","99","Index : October 2019 - September 2020 = 100",100.2,100
"202010","CCPI","12","Index : October 2019 - September 2020 = 100",98.1,6.17
"202010","CCPI","7","Index : October 2019 - September 2020 = 100",100,0.34
"202010","CCPI","8","Index : October 2019 - September 2020 = 100",87.4,1.12
"202010","CCPI","9","Index : October 2019 - September 2020 = 100",94.7,0.03
"202010","CCPI","10","Index : October 2019 - September 2020 = 100",103.5,0.21
"202010","CCPI","11","Index : October 2019 - September 2020 = 100",97.3,0.53
"202010","CCPI","6","Index : October 2019 - September 2020 = 100",100.3,0.32
"202011","CCPI","5","Index : October 2019 - September 2020 = 100",100.3,0.01
"202011","CCPI","4","Index : October 2019 - September 2020 = 100",100,0.89
"202011","CCPI","3","Index : October 2019 - September 2020 = 100",101,1.8
"202011","CCPI","2","Index : October 2019 - September 2020 = 100",99.7,0.56
"202011","CCPI","1","Index : October 2019 - September 2020 = 100",104.1,0.36
"202011","CCPI","99","Index : October 2019 - September 2020 = 100",100.3,100
"202011","CCPI","6","Index : October 2019 - September 2020 = 100",100.4,0.32
"202011","CCPI","12","Index : October 2019 - September 2020 = 100",98,6.17
"202011","CCPI","11","Index : October 2019 - September 2020 = 100",96.5,0.53
"202011","CCPI","10","Index : October 2019 - September 2020 = 100",103.5,0.21
"202011","CCPI","9","Index : October 2019 - September 2020 = 100",94.7,0.03
"202011","CCPI","8","Index : October 2019 - September 2020 = 100",87.4,1.12
"202011","CCPI","7","Index : October 2019 - September 2020 = 100",100,0.34
"202012","CCPI","1","Index : October 2019 - September 2020 = 100",101.2,0.36
"202012","CCPI","2","Index : October 2019 - September 2020 = 100",101.4,0.56
"202012","CCPI","3","Index : October 2019 - September 2020 = 100",101,1.8
"202012","CCPI","4","Index : October 2019 - September 2020 = 100",100,0.89
"202012","CCPI","5","Index : October 2019 - September 2020 = 100",100.3,0.01
"202012","CCPI","6","Index : October 2019 - September 2020 = 100",100.4,0.32
"202012","CCPI","99","Index : October 2019 - September 2020 = 100",99.8,100
"202012","CCPI","11","Index : October 2019 - September 2020 = 100",96.5,0.53
"202012","CCPI","10","Index : October 2019 - September 2020 = 100",103.6,0.21
"202012","CCPI","9","Index : October 2019 - September 2020 = 100",94.7,0.03
"202012","CCPI","8","Index : October 2019 - September 2020 = 100",87.4,1.12
"202012","CCPI","7","Index : October 2019 - September 2020 = 100",99.9,0.34
"202012","CCPI","12","Index : October 2019 - September 2020 = 100",98,6.17
"202101","CCPI","3","Index : October 2019 - September 2020 = 100",100.6,1.8
"202101","CCPI","2","Index : October 2019 - September 2020 = 100",102.2,0.56
"202101","CCPI","1","Index : October 2019 - September 2020 = 100",101.2,0.36
"202101","CCPI","4","Index : October 2019 - September 2020 = 100",100,0.89
"202101","CCPI","5","Index : October 2019 - September 2020 = 100",100.3,0.01
"202101","CCPI","6","Index : October 2019 - September 2020 = 100",100.5,0.32
"202101","CCPI","99","Index : October 2019 - September 2020 = 100",101.1,100
"202101","CCPI","8","Index : October 2019 - September 2020 = 100",87.4,1.12
"202101","CCPI","9","Index : October 2019 - September 2020 = 100",94.8,0.03
"202101","CCPI","10","Index : October 2019 - September 2020 = 100",103.6,0.21
"202101","CCPI","11","Index : October 2019 - September 2020 = 100",98.2,0.53
"202101","CCPI","12","Index : October 2019 - September 2020 = 100",98.1,6.17
"202101","CCPI","7","Index : October 2019 - September 2020 = 100",99.6,0.34
"202102","CCPI","99","Index : October 2019 - September 2020 = 100",101.4,100
"202102","CCPI","12","Index : October 2019 - September 2020 = 100",98.1,6.17
"202102","CCPI","11","Index : October 2019 - September 2020 = 100",97.7,0.53
"202102","CCPI","9","Index : October 2019 - September 2020 = 100",95.3,0.03
"202102","CCPI","10","Index : October 2019 - September 2020 = 100",103.6,0.21
"202102","CCPI","8","Index : October 2019 - September 2020 = 100",87.4,1.12
"202102","CCPI","7","Index : October 2019 - September 2020 = 100",99.6,0.34
"202102","CCPI","6","Index : October 2019 - September 2020 = 100",100.6,0.32
"202102","CCPI","5","Index : October 2019 - September 2020 = 100",100.3,0.01
"202102","CCPI","4","Index : October 2019 - September 2020 = 100",100,0.89
"202102","CCPI","3","Index : October 2019 - September 2020 = 100",99.7,1.8
"202102","CCPI","2","Index : October 2019 - September 2020 = 100",102.9,0.56
"202102","CCPI","1","Index : October 2019 - September 2020 = 100",105.1,0.36
"202103","CCPI","11","Index : October 2019 - September 2020 = 100",99.8,0.53
"202103","CCPI","12","Index : October 2019 - September 2020 = 100",98.4,6.17
"202103","CCPI","99","Index : October 2019 - September 2020 = 100",101.5,100
"202103","CCPI","10","Index : October 2019 - September 2020 = 100",106,0.21
"202103","CCPI","9","Index : October 2019 - September 2020 = 100",97.9,0.03
"202103","CCPI","8","Index : October 2019 - September 2020 = 100",87.4,1.12
"202103","CCPI","1","Index : October 2019 - September 2020 = 100",108.4,0.36
"202103","CCPI","6","Index : October 2019 - September 2020 = 100",100.6,0.32
"202103","CCPI","5","Index : October 2019 - September 2020 = 100",97.1,0.01
"202103","CCPI","4","Index : October 2019 - September 2020 = 100",100,0.89
"202103","CCPI","3","Index : October 2019 - September 2020 = 100",98.7,1.8
"202103","CCPI","2","Index : October 2019 - September 2020 = 100",104.1,0.56
"202103","CCPI","7","Index : October 2019 - September 2020 = 100",99.6,0.34
"202104","CCPI","1","Index : October 2019 - September 2020 = 100",108.4,0.36
"202104","CCPI","2","Index : October 2019 - September 2020 = 100",104.4,0.56
"202104","CCPI","3","Index : October 2019 - September 2020 = 100",101.5,1.8
"202104","CCPI","4","Index : October 2019 - September 2020 = 100",105.4,0.89
"202104","CCPI","5","Index : October 2019 - September 2020 = 100",100.3,0.01
"202104","CCPI","6","Index : October 2019 - September 2020 = 100",100.7,0.32
"202104","CCPI","7","Index : October 2019 - September 2020 = 100",99.6,0.34
"202104","CCPI","8","Index : October 2019 - September 2020 = 100",99.8,1.12
"202104","CCPI","9","Index : October 2019 - September 2020 = 100",104.7,0.03
"202104","CCPI","10","Index : October 2019 - September 2020 = 100",105.9,0.21
"202104","CCPI","11","Index : October 2019 - September 2020 = 100",99.4,0.53
"202104","CCPI","12","Index : October 2019 - September 2020 = 100",102.3,6.17
"202104","CCPI","99","Index : October 2019 - September 2020 = 100",101.8,100
"202105","CCPI","12","Index : October 2019 - September 2020 = 100",102.7,6.17
"202105","CCPI","99","Index : October 2019 - September 2020 = 100",101.6,100
"202105","CCPI","11","Index : October 2019 - September 2020 = 100",100.3,0.53
"202105","CCPI","10","Index : October 2019 - September 2020 = 100",105.9,0.21
"202105","CCPI","9","Index : October 2019 - September 2020 = 100",103.6,0.03
"202105","CCPI","8","Index : October 2019 - September 2020 = 100",99.8,1.12
"202105","CCPI","7","Index : October 2019 - September 2020 = 100",99.6,0.34
"202105","CCPI","6","Index : October 2019 - September 2020 = 100",100.8,0.32
"202105","CCPI","5","Index : October 2019 - September 2020 = 100",100.3,0.01
"202105","CCPI","4","Index : October 2019 - September 2020 = 100",106,0.89
"202105","CCPI","3","Index : October 2019 - September 2020 = 100",101.9,1.8
"202105","CCPI","2","Index : October 2019 - September 2020 = 100",105.8,0.56
"202105","CCPI","1","Index : October 2019 - September 2020 = 100",108.4,0.36
"202106","CCPI","5","Index : October 2019 - September 2020 = 100",100.3,0.01
"202106","CCPI","12","Index : October 2019 - September 2020 = 100",102.9,6.17
"202106","CCPI","11","Index : October 2019 - September 2020 = 100",99.7,0.53
"202106","CCPI","10","Index : October 2019 - September 2020 = 100",106,0.21
"202106","CCPI","9","Index : October 2019 - September 2020 = 100",103.6,0.03
"202106","CCPI","8","Index : October 2019 - September 2020 = 100",99.8,1.12
"202106","CCPI","7","Index : October 2019 - September 2020 = 100",99.6,0.34
"202106","CCPI","1","Index : October 2019 - September 2020 = 100",108.5,0.36
"202106","CCPI","2","Index : October 2019 - September 2020 = 100",106.3,0.56
"202106","CCPI","3","Index : October 2019 - September 2020 = 100",102.7,1.8
"202106","CCPI","4","Index : October 2019 - September 2020 = 100",106,0.89
"202106","CCPI","6","Index : October 2019 - September 2020 = 100",101,0.32
"202106","CCPI","99","Index : October 2019 - September 2020 = 100",101.3,100
"202107","CCPI","99","Index : October 2019 - September 2020 = 100",101.4,100
"202107","CCPI","12","Index : October 2019 - September 2020 = 100",103.7,6.17
"202107","CCPI","11","Index : October 2019 - September 2020 = 100",104.4,0.53
"202107","CCPI","10","Index : October 2019 - September 2020 = 100",106,0.21
"202107","CCPI","9","Index : October 2019 - September 2020 = 100",103.6,0.03
"202107","CCPI","7","Index : October 2019 - September 2020 = 100",99.6,0.34
"202107","CCPI","8","Index : October 2019 - September 2020 = 100",100.5,1.12
"202107","CCPI","1","Index : October 2019 - September 2020 = 100",107.6,0.36
"202107","CCPI","2","Index : October 2019 - September 2020 = 100",108,0.56
"202107","CCPI","3","Index : October 2019 - September 2020 = 100",103.3,1.8
"202107","CCPI","4","Index : October 2019 - September 2020 = 100",106,0.89
"202107","CCPI","5","Index : October 2019 - September 2020 = 100",97.1,0.01
"202107","CCPI","6","Index : October 2019 - September 2020 = 100",101,0.32
"202108","CCPI","9","Index : October 2019 - September 2020 = 100",103.6,0.03
"202108","CCPI","10","Index : October 2019 - September 2020 = 100",105.9,0.21
"202108","CCPI","1","Index : October 2019 - September 2020 = 100",107.8,0.36
"202108","CCPI","99","Index : October 2019 - September 2020 = 100",101.5,100
"202108","CCPI","12","Index : October 2019 - September 2020 = 100",104,6.17
"202108","CCPI","11","Index : October 2019 - September 2020 = 100",106.4,0.53
"202108","CCPI","2","Index : October 2019 - September 2020 = 100",107.6,0.56
"202108","CCPI","7","Index : October 2019 - September 2020 = 100",99.7,0.34
"202108","CCPI","6","Index : October 2019 - September 2020 = 100",101.1,0.32
"202108","CCPI","5","Index : October 2019 - September 2020 = 100",97.1,0.01
"202108","CCPI","4","Index : October 2019 - September 2020 = 100",106,0.89
"202108","CCPI","3","Index : October 2019 - September 2020 = 100",103.7,1.8
"202108","CCPI","8","Index : October 2019 - September 2020 = 100",100.5,1.12
"202109","CCPI","99","Index : October 2019 - September 2020 = 100",99.2,100
"202109","CCPI","1","Index : October 2019 - September 2020 = 100",105.2,0.36
"202109","CCPI","2","Index : October 2019 - September 2020 = 100",107.6,0.56
"202109","CCPI","3","Index : October 2019 - September 2020 = 100",103.7,1.8
"202109","CCPI","4","Index : October 2019 - September 2020 = 100",106,0.89
"202109","CCPI","5","Index : October 2019 - September 2020 = 100",97,0.01
"202109","CCPI","6","Index : October 2019 - September 2020 = 100",101.2,0.32
"202109","CCPI","7","Index : October 2019 - September 2020 = 100",99.7,0.34
"202109","CCPI","8","Index : October 2019 - September 2020 = 100",100.5,1.12
"202109","CCPI","9","Index : October 2019 - September 2020 = 100",103.6,0.03
"202109","CCPI","10","Index : October 2019 - September 2020 = 100",108.6,0.21
"202109","CCPI","11","Index : October 2019 - September 2020 = 100",101.7,0.53
"202109","CCPI","12","Index : October 2019 - September 2020 = 100",103.5,6.17
"202110","CCPI","1","Index : October 2019 - September 2020 = 100",105.2,0.36
"202110","CCPI","2","Index : October 2019 - September 2020 = 100",108.3,0.56
"202110","CCPI","3","Index : October 2019 - September 2020 = 100",103.9,1.8
"202110","CCPI","4","Index : October 2019 - September 2020 = 100",106,0.89
"202110","CCPI","5","Index : October 2019 - September 2020 = 100",100.3,0.01
"202110","CCPI","6","Index : October 2019 - September 2020 = 100",101.4,0.32
"202110","CCPI","99","Index : October 2019 - September 2020 = 100",102,100
"202110","CCPI","8","Index : October 2019 - September 2020 = 100",100.5,1.12
"202110","CCPI","9","Index : October 2019 - September 2020 = 100",103.6,0.03
"202110","CCPI","10","Index : October 2019 - September 2020 = 100",108.6,0.21
"202110","CCPI","11","Index : October 2019 - September 2020 = 100",102,0.53
"202110","CCPI","12","Index : October 2019 - September 2020 = 100",103.7,6.17
"202110","CCPI","7","Index : October 2019 - September 2020 = 100",99.7,0.34
"202111","CCPI","99","Index : October 2019 - September 2020 = 100",102.2,100
"202111","CCPI","12","Index : October 2019 - September 2020 = 100",103.2,6.17
"202111","CCPI","11","Index : October 2019 - September 2020 = 100",92.1,0.53
"202111","CCPI","10","Index : October 2019 - September 2020 = 100",108.6,0.21
"202111","CCPI","9","Index : October 2019 - September 2020 = 100",103.6,0.03
"202111","CCPI","8","Index : October 2019 - September 2020 = 100",100.5,1.12
"202111","CCPI","7","Index : October 2019 - September 2020 = 100",99.7,0.34
"202111","CCPI","6","Index : October 2019 - September 2020 = 100",101.5,0.32
"202111","CCPI","5","Index : October 2019 - September 2020 = 100",97,0.01
"202111","CCPI","4","Index : October 2019 - September 2020 = 100",106,0.89
"202111","CCPI","3","Index : October 2019 - September 2020 = 100",104.9,1.8
"202111","CCPI","1","Index : October 2019 - September 2020 = 100",105.4,0.36
"202111","CCPI","2","Index : October 2019 - September 2020 = 100",108.6,0.56
"202112","CCPI","12","Index : October 2019 - September 2020 = 100",102.1,6.17
"202112","CCPI","11","Index : October 2019 - September 2020 = 100",95.6,0.53
"202112","CCPI","10","Index : October 2019 - September 2020 = 100",108.6,0.21
"202112","CCPI","9","Index : October 2019 - September 2020 = 100",103.6,0.03
"202112","CCPI","8","Index : October 2019 - September 2020 = 100",97.7,1.12
"202112","CCPI","7","Index : October 2019 - September 2020 = 100",99.7,0.34
"202112","CCPI","99","Index : October 2019 - September 2020 = 100",102.2,100
"202112","CCPI","5","Index : October 2019 - September 2020 = 100",93.8,0.01
"202112","CCPI","4","Index : October 2019 - September 2020 = 100",102.6,0.89
"202112","CCPI","3","Index : October 2019 - September 2020 = 100",104.9,1.8
"202112","CCPI","2","Index : October 2019 - September 2020 = 100",105.5,0.56
"202112","CCPI","1","Index : October 2019 - September 2020 = 100",102.7,0.36
"202112","CCPI","6","Index : October 2019 - September 2020 = 100",101.8,0.32
"202201","CCPI","99","Index : October 2019 - September 2020 = 100",102.3,100
"202201","CCPI","12","Index : October 2019 - September 2020 = 100",104.4,6.17
"202201","CCPI","11","Index : October 2019 - September 2020 = 100",100.1,0.53
"202201","CCPI","10","Index : October 2019 - September 2020 = 100",108.6,0.21
"202201","CCPI","9","Index : October 2019 - September 2020 = 100",103.6,0.03
"202201","CCPI","8","Index : October 2019 - September 2020 = 100",102.2,1.12
"202201","CCPI","7","Index : October 2019 - September 2020 = 100",99.7,0.34
"202201","CCPI","6","Index : October 2019 - September 2020 = 100",102.3,0.32
"202201","CCPI","5","Index : October 2019 - September 2020 = 100",100.3,0.01
"202201","CCPI","4","Index : October 2019 - September 2020 = 100",107,0.89
"202201","CCPI","3","Index : October 2019 - September 2020 = 100",105,1.8
"202201","CCPI","2","Index : October 2019 - September 2020 = 100",110.2,0.56
"202201","CCPI","1","Index : October 2019 - September 2020 = 100",103.4,0.36
"202202","CCPI","99","Index : October 2019 - September 2020 = 100",103.1,100
"202202","CCPI","1","Index : October 2019 - September 2020 = 100",103.7,0.36
"202202","CCPI","2","Index : October 2019 - September 2020 = 100",114,0.56
"202202","CCPI","3","Index : October 2019 - September 2020 = 100",104.4,1.8
"202202","CCPI","4","Index : October 2019 - September 2020 = 100",107,0.89
"202202","CCPI","5","Index : October 2019 - September 2020 = 100",100.3,0.01
"202202","CCPI","12","Index : October 2019 - September 2020 = 100",105,6.17
"202202","CCPI","7","Index : October 2019 - September 2020 = 100",99.7,0.34
"202202","CCPI","8","Index : October 2019 - September 2020 = 100",102.2,1.12
"202202","CCPI","9","Index : October 2019 - September 2020 = 100",103.6,0.03
"202202","CCPI","10","Index : October 2019 - September 2020 = 100",108.6,0.21
"202202","CCPI","11","Index : October 2019 - September 2020 = 100",,0.53
"202202","CCPI","6","Index : October 2019 - September 2020 = 100",103,0.32
"202203","CCPI","12","Index : October 2019 - September 2020 = 100",103.2,6.17
"202203","CCPI","11","Index : October 2019 - September 2020 = 100",105.5,0.53
"202203","CCPI","10","Index : October 2019 - September 2020 = 100",108.6,0.21
"202203","CCPI","9","Index : October 2019 - September 2020 = 100",94.6,0.03
"202203","CCPI","8","Index : October 2019 - September 2020 = 100",95.6,1.12
"202203","CCPI","7","Index : October 2019 - September 2020 = 100",99.7,0.34
"202203","CCPI","6","Index : October 2019 - September 2020 = 100",95.8,0.32
"202203","CCPI","5","Index : October 2019 - September 2020 = 100",97.9,0.01
"202203","CCPI","4","Index : October 2019 - September 2020 = 100",98.6,0.89
"202203","CCPI","3","Index : October 2019 - September 2020 = 100",104.5,1.8
"202203","CCPI","2","Index : October 2019 - September 2020 = 100",121.2,0.56
"202203","CCPI","1","Index : October 2019 - September 2020 = 100",107.5,0.36
"202203","CCPI","99","Index : October 2019 - September 2020 = 100",103.3,100
"202204","CCPI","1","Index : October 2019 - September 2020 = 100",106.9,0.36
"202204","CCPI","2","Index : October 2019 - September 2020 = 100",121.5,0.56
"202204","CCPI","3","Index : October 2019 - September 2020 = 100",104.6,1.8
"202204","CCPI","4","Index : October 2019 - September 2020 = 100",98.6,0.89
"202204","CCPI","5","Index : October 2019 - September 2020 = 100",94.6,0.01
"202204","CCPI","6","Index : October 2019 - September 2020 = 100",96.1,0.32
"202204","CCPI","99","Index : October 2019 - September 2020 = 100",103.1,100
"202204","CCPI","8","Index : October 2019 - September 2020 = 100",95.6,1.12
"202204","CCPI","9","Index : October 2019 - September 2020 = 100",94.6,0.03
"202204","CCPI","10","Index : October 2019 - September 2020 = 100",108.7,0.21
"202204","CCPI","11","Index : October 2019 - September 2020 = 100",116.2,0.53
"202204","CCPI","12","Index : October 2019 - September 2020 = 100",104.1,6.17
"202204","CCPI","7","Index : October 2019 - September 2020 = 100",99.7,0.34
"202205","CCPI","99","Index : October 2019 - September 2020 = 100",102.9,100
"202205","CCPI","1","Index : October 2019 - September 2020 = 100",107,0.36
"202205","CCPI","2","Index : October 2019 - September 2020 = 100",122.4,0.56
"202205","CCPI","3","Index : October 2019 - September 2020 = 100",104.8,1.8
"202205","CCPI","4","Index : October 2019 - September 2020 = 100",98.6,0.89
"202205","CCPI","5","Index : October 2019 - September 2020 = 100",97.9,0.01
"202205","CCPI","6","Index : October 2019 - September 2020 = 100",96.2,0.32
"202205","CCPI","7","Index : October 2019 - September 2020 = 100",99.7,0.34
"202205","CCPI","8","Index : October 2019 - September 2020 = 100",95.6,1.12
"202205","CCPI","9","Index : October 2019 - September 2020 = 100",94.6,0.03
"202205","CCPI","10","Index : October 2019 - September 2020 = 100",108.7,0.21
"202205","CCPI","11","Index : October 2019 - September 2020 = 100",114.6,0.53
"202205","CCPI","12","Index : October 2019 - September 2020 = 100",104.2,6.17
"202206","CCPI","9","Index : October 2019 - September 2020 = 100",94.6,0.03
"202206","CCPI","8","Index : October 2019 - September 2020 = 100",95.6,1.12
"202206","CCPI","99","Index : October 2019 - September 2020 = 100",103.2,100
"202206","CCPI","12","Index : October 2019 - September 2020 = 100",105.1,6.17
"202206","CCPI","11","Index : October 2019 - September 2020 = 100",122.4,0.53
"202206","CCPI","10","Index : October 2019 - September 2020 = 100",108.7,0.21
"202206","CCPI","1","Index : October 2019 - September 2020 = 100",106.3,0.36
"202206","CCPI","2","Index : October 2019 - September 2020 = 100",125.9,0.56
"202206","CCPI","3","Index : October 2019 - September 2020 = 100",104.9,1.8
"202206","CCPI","4","Index : October 2019 - September 2020 = 100",98.4,0.89
"202206","CCPI","5","Index : October 2019 - September 2020 = 100",97.9,0.01
"202206","CCPI","6","Index : October 2019 - September 2020 = 100",96.3,0.32
"202206","CCPI","7","Index : October 2019 - September 2020 = 100",99.7,0.34
"202207","CCPI","99","Index : October 2019 - September 2020 = 100",103.3,100
"202207","CCPI","2","Index : October 2019 - September 2020 = 100",124.9,0.56
"202207","CCPI","3","Index : October 2019 - September 2020 = 100",104.9,1.8
"202207","CCPI","4","Index : October 2019 - September 2020 = 100",98.7,0.89
"202207","CCPI","5","Index : October 2019 - September 2020 = 100",100.8,0.01
"202207","CCPI","6","Index : October 2019 - September 2020 = 100",96.4,0.32
"202207","CCPI","1","Index : October 2019 - September 2020 = 100",106.4,0.36
"202207","CCPI","8","Index : October 2019 - September 2020 = 100",95.6,1.12
"202207","CCPI","9","Index : October 2019 - September 2020 = 100",94.2,0.03
"202207","CCPI","10","Index : October 2019 - September 2020 = 100",108.7,0.21
"202207","CCPI","11","Index : October 2019 - September 2020 = 100",120.9,0.53
"202207","CCPI","12","Index : October 2019 - September 2020 = 100",105.2,6.17
"202207","CCPI","7","Index : October 2019 - September 2020 = 100",105,0.34
"202208","CCPI","99","Index : October 2019 - September 2020 = 100",103.4,100
"202208","CCPI","12","Index : October 2019 - September 2020 = 100",106,6.17
"202208","CCPI","11","Index : October 2019 - September 2020 = 100",124.4,0.53
"202208","CCPI","10","Index : October 2019 - September 2020 = 100",108.8,0.21
"202208","CCPI","9","Index : October 2019 - September 2020 = 100",94.6,0.03
"202208","CCPI","8","Index : October 2019 - September 2020 = 100",95.6,1.12
"202208","CCPI","7","Index : October 2019 - September 2020 = 100",110.7,0.34
"202208","CCPI","6","Index : October 2019 - September 2020 = 100",96.6,0.32
"202208","CCPI","5","Index : October 2019 - September 2020 = 100",108.7,0.01
"202208","CCPI","3","Index : October 2019 - September 2020 = 100",105.5,1.8
"202208","CCPI","4","Index : October 2019 - September 2020 = 100",98.7,0.89
"202208","CCPI","2","Index : October 2019 - September 2020 = 100",124.3,0.56
"202208","CCPI","1","Index : October 2019 - September 2020 = 100",106.4,0.36
"202209","CCPI","6","Index : October 2019 - September 2020 = 100",96.9,0.32
"202209","CCPI","5","Index : October 2019 - September 2020 = 100",108.6,0.01
"202209","CCPI","4","Index : October 2019 - September 2020 = 100",98.7,0.89
"202209","CCPI","3","Index : October 2019 - September 2020 = 100",106.7,1.8
"202209","CCPI","2","Index : October 2019 - September 2020 = 100",123,0.56
"202209","CCPI","1","Index : October 2019 - September 2020 = 100",105.1,0.36
"202209","CCPI","10","Index : October 2019 - September 2020 = 100",111,0.21
"202209","CCPI","12","Index : October 2019 - September 2020 = 100",105.7,6.17
"202209","CCPI","11","Index : October 2019 - September 2020 = 100",118.1,0.53
"202209","CCPI","7","Index : October 2019 - September 2020 = 100",110.7,0.34
"202209","CCPI","8","Index : October 2019 - September 2020 = 100",95.6,1.12
"202209","CCPI","9","Index : October 2019 - September 2020 = 100",94.6,0.03
