"年月","指数类别","组别类别","基数年","指数","权数"
"202503","CPIA","4","Index : October 2019 - September 2020 = 100",106.1,1.42
"202503","CPIA","5","Index : October 2019 - September 2020 = 100",112.3,0.01
"202503","CPIA","6","Index : October 2019 - September 2020 = 100",104,0.46
"202503","CPIA","7","Index : October 2019 - September 2020 = 100",120.2,0.2
"202503","CPIA","8","Index : October 2019 - September 2020 = 100",104,1.82
"202503","CPIA","9","Index : October 2019 - September 2020 = 100",122.7,0.04
"202503","CPIA","10","Index : October 2019 - September 2020 = 100",119,0.11
"202503","CPIA","11","Index : October 2019 - September 2020 = 100",101,0.51
"202503","CPIA","12","Index : October 2019 - September 2020 = 100",107.6,5.5
"202503","CPIA","99","Index : October 2019 - September 2020 = 100",111.5,100
"202504","CPIA","1","Index : October 2019 - September 2020 = 100",112.7,0.17
"202504","CPIA","2","Index : October 2019 - September 2020 = 100",133.8,0.16
"202504","CPIA","3","Index : October 2019 - September 2020 = 100",111.7,0.6
"202504","CPIA","4","Index : October 2019 - September 2020 = 100",106.1,1.42
"202504","CPIA","5","Index : October 2019 - September 2020 = 100",108.6,0.01
"202504","CPIA","6","Index : October 2019 - September 2020 = 100",104.5,0.46
"202504","CPIA","7","Index : October 2019 - September 2020 = 100",120.2,0.2
"202504","CPIA","8","Index : October 2019 - September 2020 = 100",103.9,1.82
"202504","CPIA","9","Index : October 2019 - September 2020 = 100",122.7,0.04
"202504","CPIA","10","Index : October 2019 - September 2020 = 100",119,0.11
"202504","CPIA","11","Index : October 2019 - September 2020 = 100",111,0.51
"202504","CPIA","12","Index : October 2019 - September 2020 = 100",108.6,5.5
"202504","CPIA","99","Index : October 2019 - September 2020 = 100",111,100
"202505","CPIA","1","Index : October 2019 - September 2020 = 100",112.7,0.17
"202505","CPIA","2","Index : October 2019 - September 2020 = 100",133.8,0.16
"202505","CPIA","3","Index : October 2019 - September 2020 = 100",112.3,0.6
"202505","CPIA","4","Index : October 2019 - September 2020 = 100",106.1,1.42
"202505","CPIA","5","Index : October 2019 - September 2020 = 100",119.7,0.01
"202505","CPIA","6","Index : October 2019 - September 2020 = 100",104.9,0.46
"202505","CPIA","7","Index : October 2019 - September 2020 = 100",120.2,0.2
"202505","CPIA","8","Index : October 2019 - September 2020 = 100",104,1.82
"202505","CPIA","9","Index : October 2019 - September 2020 = 100",122.7,0.04
"202505","CPIA","10","Index : October 2019 - September 2020 = 100",119,0.11
"202505","CPIA","11","Index : October 2019 - September 2020 = 100",101,0.51
"202505","CPIA","12","Index : October 2019 - September 2020 = 100",107.8,5.5
"202505","CPIA","99","Index : October 2019 - September 2020 = 100",110.8,100
"202506","CPIA","8","Index : October 2019 - September 2020 = 100",104,1.82
"202506","CPIA","9","Index : October 2019 - September 2020 = 100",122.7,0.04
"202506","CPIA","10","Index : October 2019 - September 2020 = 100",118.4,0.11
"202506","CPIA","11","Index : October 2019 - September 2020 = 100",100.3,0.51
"202506","CPIA","12","Index : October 2019 - September 2020 = 100",107.6,5.5
"202506","CPIA","99","Index : October 2019 - September 2020 = 100",110.9,100
"202506","CPIA","1","Index : October 2019 - September 2020 = 100",106.7,0.17
"202506","CPIA","2","Index : October 2019 - September 2020 = 100",136.1,0.16
"202506","CPIA","3","Index : October 2019 - September 2020 = 100",112.1,0.6
"202506","CPIA","4","Index : October 2019 - September 2020 = 100",106.1,1.42
"202506","CPIA","5","Index : October 2019 - September 2020 = 100",123.8,0.01
"202506","CPIA","6","Index : October 2019 - September 2020 = 100",105,0.46
"202506","CPIA","7","Index : October 2019 - September 2020 = 100",120,0.2
"202507","CPIA","1","Index : October 2019 - September 2020 = 100",106.7,0.17
"202507","CPIA","2","Index : October 2019 - September 2020 = 100",139.2,0.16
"202507","CPIA","3","Index : October 2019 - September 2020 = 100",112.2,0.6
"202507","CPIA","4","Index : October 2019 - September 2020 = 100",106,1.42
"202507","CPIA","5","Index : October 2019 - September 2020 = 100",107.9,0.01
"202507","CPIA","6","Index : October 2019 - September 2020 = 100",105.2,0.46
"202507","CPIA","7","Index : October 2019 - September 2020 = 100",120,0.2
"202507","CPIA","8","Index : October 2019 - September 2020 = 100",102.7,1.82
"202507","CPIA","9","Index : October 2019 - September 2020 = 100",122.5,0.04
"202507","CPIA","10","Index : October 2019 - September 2020 = 100",118.4,0.11
"202507","CPIA","11","Index : October 2019 - September 2020 = 100",108.3,0.51
"202507","CPIA","12","Index : October 2019 - September 2020 = 100",108,5.5
"202507","CPIA","99","Index : October 2019 - September 2020 = 100",111.7,100
"202508","CPIA","11","Index : October 2019 - September 2020 = 100",113.6,0.51
"202508","CPIA","12","Index : October 2019 - September 2020 = 100",109.1,5.5
"202508","CPIA","99","Index : October 2019 - September 2020 = 100",111.8,100
"202508","CPIA","1","Index : October 2019 - September 2020 = 100",107.2,0.17
"202508","CPIA","2","Index : October 2019 - September 2020 = 100",142,0.16
"202508","CPIA","3","Index : October 2019 - September 2020 = 100",112.3,0.6
"202508","CPIA","4","Index : October 2019 - September 2020 = 100",106,1.42
"202508","CPIA","5","Index : October 2019 - September 2020 = 100",123.8,0.01
"202508","CPIA","6","Index : October 2019 - September 2020 = 100",105.4,0.46
"202508","CPIA","7","Index : October 2019 - September 2020 = 100",120,0.2
"202508","CPIA","8","Index : October 2019 - September 2020 = 100",104,1.82
"202508","CPIA","9","Index : October 2019 - September 2020 = 100",123.7,0.04
"202508","CPIA","10","Index : October 2019 - September 2020 = 100",118.2,0.11
"202509","CPIA","1","Index : October 2019 - September 2020 = 100",104.9,0.17
"202509","CPIA","2","Index : October 2019 - September 2020 = 100",143.6,0.16
"202509","CPIA","3","Index : October 2019 - September 2020 = 100",112.4,0.6
"202509","CPIA","4","Index : October 2019 - September 2020 = 100",106.1,1.42
"202509","CPIA","5","Index : October 2019 - September 2020 = 100",123.8,0.01
"202509","CPIA","6","Index : October 2019 - September 2020 = 100",105.6,0.46
"202509","CPIA","7","Index : October 2019 - September 2020 = 100",120,0.2
"202509","CPIA","8","Index : October 2019 - September 2020 = 100",104.1,1.82
"202509","CPIA","9","Index : October 2019 - September 2020 = 100",123.8,0.04
"202509","CPIA","10","Index : October 2019 - September 2020 = 100",122.4,0.11
"202509","CPIA","11","Index : October 2019 - September 2020 = 100",104,0.51
"202509","CPIA","12","Index : October 2019 - September 2020 = 100",108.2,5.5
"202509","CPIA","99","Index : October 2019 - September 2020 = 100",111.9,100
"202510","CPIA","7","Index : October 2019 - September 2020 = 100",120,0.2
"202510","CPIA","8","Index : October 2019 - September 2020 = 100",103.9,1.82
"202510","CPIA","9","Index : October 2019 - September 2020 = 100",123.7,0.04
"202510","CPIA","10","Index : October 2019 - September 2020 = 100",122.4,0.11
"202510","CPIA","11","Index : October 2019 - September 2020 = 100",109.2,0.51
"202510","CPIA","12","Index : October 2019 - September 2020 = 100",108.7,5.5
"202510","CPIA","5","Index : October 2019 - September 2020 = 100",115.8,0.01
"202510","CPIA","3","Index : October 2019 - September 2020 = 100",113.2,0.6
"202510","CPIA","2","Index : October 2019 - September 2020 = 100",142.9,0.16
"202510","CPIA","1","Index : October 2019 - September 2020 = 100",104.9,0.17
"202510","CPIA","6","Index : October 2019 - September 2020 = 100",105.8,0.46
"202510","CPIA","4","Index : October 2019 - September 2020 = 100",105.8,1.42
"202510","CPIA","99","Index : October 2019 - September 2020 = 100",112.1,100
"202511","CPIA","99","Index : October 2019 - September 2020 = 100",112.1,100
"202511","CPIA","12","Index : October 2019 - September 2020 = 100",108.7,5.5
"202511","CPIA","11","Index : October 2019 - September 2020 = 100",107.4,0.51
"202511","CPIA","10","Index : October 2019 - September 2020 = 100",122.4,0.11
"202511","CPIA","9","Index : October 2019 - September 2020 = 100",123.9,0.04
"202511","CPIA","8","Index : October 2019 - September 2020 = 100",104,1.82
"202511","CPIA","7","Index : October 2019 - September 2020 = 100",120,0.2
"202511","CPIA","6","Index : October 2019 - September 2020 = 100",105.8,0.46
"202511","CPIA","5","Index : October 2019 - September 2020 = 100",123.6,0.01
"202511","CPIA","2","Index : October 2019 - September 2020 = 100",144,0.16
"202511","CPIA","3","Index : October 2019 - September 2020 = 100",113.4,0.6
"202511","CPIA","4","Index : October 2019 - September 2020 = 100",106,1.42
"202511","CPIA","1","Index : October 2019 - September 2020 = 100",104.9,0.17
"202512","CPIA","10","Index : October 2019 - September 2020 = 100",122.4,0.11
"202512","CPIA","11","Index : October 2019 - September 2020 = 100",118.7,0.51
"202512","CPIA","12","Index : October 2019 - September 2020 = 100",109.9,5.5
"202512","CPIA","99","Index : October 2019 - September 2020 = 100",112.2,100
"202512","CPIA","7","Index : October 2019 - September 2020 = 100",120,0.2
"202512","CPIA","6","Index : October 2019 - September 2020 = 100",105.9,0.46
"202512","CPIA","8","Index : October 2019 - September 2020 = 100",104.1,1.82
"202512","CPIA","4","Index : October 2019 - September 2020 = 100",106.1,1.42
"202512","CPIA","3","Index : October 2019 - September 2020 = 100",113.7,0.6
"202512","CPIA","2","Index : October 2019 - September 2020 = 100",143.8,0.16
"202512","CPIA","1","Index : October 2019 - September 2020 = 100",104.9,0.17
"202512","CPIA","9","Index : October 2019 - September 2020 = 100",123.7,0.04
"202512","CPIA","5","Index : October 2019 - September 2020 = 100",123.8,0.01
"202601","CPIA","1","Index : October 2019 - September 2020 = 100",104.9,0.17
"202601","CPIA","2","Index : October 2019 - September 2020 = 100",143.8,0.16
"202601","CPIA","3","Index : October 2019 - September 2020 = 100",114,0.6
"202601","CPIA","4","Index : October 2019 - September 2020 = 100",106.1,1.42
"202601","CPIA","5","Index : October 2019 - September 2020 = 100",123.8,0.01
"202601","CPIA","6","Index : October 2019 - September 2020 = 100",106,0.46
"202601","CPIA","99","Index : October 2019 - September 2020 = 100",112.9,100
"202601","CPIA","8","Index : October 2019 - September 2020 = 100",104.1,1.82
"202601","CPIA","9","Index : October 2019 - September 2020 = 100",123.9,0.04
"202601","CPIA","10","Index : October 2019 - September 2020 = 100",122.5,0.11
"202601","CPIA","11","Index : October 2019 - September 2020 = 100",109.2,0.51
"202601","CPIA","12","Index : October 2019 - September 2020 = 100",109,5.5
"202601","CPIA","7","Index : October 2019 - September 2020 = 100",120,0.2
