"年月","关口","抵港或离港","人次"
"202104","KTCT","DB",0
"202104","HHS","AV",0
"202104","HHS","DB",0
"202104","LWT","AV",0
"202104","LWT","DB",0
"202104","LMCSL","AV",0
"202104","LMCSL","DB",0
"202104","LMC","AV",0
"202104","LMC","DB",0
"202104","MKT","AV",0
"202104","MKT","DB",0
"202104","STK","AV",0
"202104","STK","DB",0
"202104","SZB","AV",38061
"202104","SZB","DB",26199
"202104","ERLWK","AV",0
"202104","ERLWK","DB",0
"202104","HKZMB","AV",3582
"202104","HKZMB","DB",3993
"202104","HYW","AV",0
"202104","HYW","DB",0
"202105","STK","AV",0
"202105","STK","DB",0
"202105","SZB","AV",34281
"202105","SZB","DB",28723
"202105","ERLWK","AV",0
"202105","ERLWK","DB",0
"202105","HKZMB","AV",3660
"202105","HKZMB","DB",5784
"202105","AIR","AV",15994
"202105","AIR","DB",27088
"202105","HARB","AV",776
"202105","HARB","DB",751
"202105","MFT","AV",0
"202105","MFT","DB",0
"202105","TMFT","AV",0
"202105","TMFT","DB",0
"202105","CFT","AV",0
"202105","CFT","DB",0
"202105","RTT","AV",0
"202105","RTT","DB",0
"202105","KTCT","AV",0
"202105","KTCT","DB",0
"202105","HHS","AV",0
"202105","HHS","DB",0
"202105","LWT","AV",0
"202105","LWT","DB",0
"202105","LMCSL","AV",0
"202105","LMCSL","DB",0
"202105","LMC","AV",0
"202105","LMC","DB",0
"202105","MKT","AV",0
"202105","MKT","DB",0
"202105","HYW","AV",0
"202105","HYW","DB",0
"202106","AIR","AV",23198
"202106","AIR","DB",37536
"202106","HARB","AV",985
"202106","HARB","DB",935
"202106","MFT","AV",0
"202106","MFT","DB",0
"202106","TMFT","AV",0
"202106","TMFT","DB",0
"202106","CFT","AV",0
"202106","CFT","DB",0
"202106","RTT","AV",0
"202106","RTT","DB",0
"202106","KTCT","AV",0
"202106","KTCT","DB",0
"202106","HHS","AV",0
"202106","HHS","DB",0
"202106","LWT","AV",0
"202106","LWT","DB",0
"202106","LMCSL","AV",0
"202106","LMCSL","DB",0
"202106","LMC","AV",0
"202106","LMC","DB",0
"202106","MKT","AV",0
"202106","MKT","DB",0
"202106","STK","AV",0
"202106","STK","DB",0
"202106","SZB","AV",28568
"202106","SZB","DB",21651
"202106","ERLWK","AV",0
"202106","ERLWK","DB",0
"202106","HKZMB","AV",4496
"202106","HKZMB","DB",6448
"202106","HYW","AV",0
"202106","HYW","DB",0
"202107","LMCSL","DB",0
"202107","LMC","AV",0
"202107","LMC","DB",0
"202107","MKT","AV",0
"202107","MKT","DB",0
"202107","STK","AV",0
"202107","STK","DB",0
"202107","SZB","AV",41135
"202107","SZB","DB",43960
"202107","ERLWK","AV",0
"202107","ERLWK","DB",0
"202107","HKZMB","AV",5681
"202107","HKZMB","DB",9636
"202107","HYW","AV",0
"202107","HYW","DB",0
"202107","HARB","DB",1020
"202107","MFT","AV",0
"202107","MFT","DB",0
"202107","CFT","AV",0
"202107","CFT","DB",0
"202107","RTT","AV",0
"202107","RTT","DB",0
"202107","KTCT","AV",0
"202107","KTCT","DB",1545
"202107","HHS","AV",0
"202107","HHS","DB",0
"202107","LWT","AV",0
"202107","LWT","DB",0
"202107","LMCSL","AV",0
"202107","AIR","AV",23163
"202107","AIR","DB",52172
"202107","HARB","AV",1328
"202108","HYW","AV",0
"202108","HYW","DB",0
"202108","HKZMB","AV",6337
"202108","ERLWK","DB",0
"202108","ERLWK","AV",0
"202108","SZB","DB",32138
"202108","SZB","AV",82512
"202108","STK","DB",0
"202108","STK","AV",0
"202108","MKT","DB",0
"202108","MKT","AV",0
"202108","LMC","DB",0
"202108","LMC","AV",0
"202108","LMCSL","DB",0
"202108","LMCSL","AV",0
"202108","LWT","DB",0
"202108","LWT","AV",0
"202108","HHS","DB",0
"202108","HHS","AV",0
"202108","KTCT","DB",17839
"202108","KTCT","AV",17052
"202108","RTT","DB",1
"202108","RTT","AV",0
"202108","CFT","DB",0
"202108","CFT","AV",0
"202108","MFT","DB",0
"202108","MFT","AV",0
"202108","HARB","DB",998
"202108","HARB","AV",1045
"202108","AIR","DB",49060
"202108","AIR","AV",32124
"202108","HKZMB","DB",5990
"202109","ERLWK","AV",0
"202109","SZB","DB",24485
"202109","SZB","AV",45369
"202109","STK","DB",0
"202109","STK","AV",0
"202109","MKT","DB",0
"202109","MKT","AV",0
"202109","LMC","DB",0
"202109","LMC","AV",0
"202109","LMCSL","DB",0
"202109","LMCSL","AV",0
"202109","LWT","DB",0
"202109","LWT","AV",0
"202109","HHS","DB",0
"202109","HHS","AV",0
"202109","KTCT","DB",18650
"202109","KTCT","AV",17378
"202109","RTT","DB",0
"202109","RTT","AV",0
"202109","CFT","DB",0
"202109","CFT","AV",0
"202109","MFT","DB",0
"202109","MFT","AV",0
"202109","HARB","DB",765
"202109","HARB","AV",1334
"202109","AIR","DB",46579
"202109","AIR","AV",25687
"202109","HYW","DB",0
"202109","HYW","AV",0
"202109","HKZMB","DB",6480
"202109","ERLWK","DB",0
"202109","HKZMB","AV",5060
"202110","LMC","AV",0
"202110","LMCSL","DB",0
"202110","MKT","AV",0
"202110","MKT","DB",0
"202110","STK","AV",0
"202110","STK","DB",0
"202110","SZB","AV",32617
"202110","SZB","DB",24582
"202110","ERLWK","AV",0
"202110","ERLWK","DB",0
"202110","HKZMB","AV",3448
"202110","HKZMB","DB",5704
"202110","HYW","AV",0
"202110","HYW","DB",0
"202110","LMC","DB",0
"202110","LMCSL","AV",0
"202110","LWT","DB",0
"202110","LWT","AV",0
"202110","HHS","DB",0
"202110","HHS","AV",0
"202110","KTCT","DB",26698
"202110","KTCT","AV",26426
"202110","RTT","DB",0
"202110","RTT","AV",0
"202110","CFT","DB",0
"202110","CFT","AV",0
"202110","MFT","DB",0
"202110","MFT","AV",0
"202110","HARB","DB",622
"202110","HARB","AV",973
"202110","AIR","DB",34243
"202110","AIR","AV",25772
"202111","RTT","AV",0
"202111","STK","AV",0
"202111","KTCT","AV",23707
"202111","KTCT","DB",24999
"202111","HHS","AV",0
"202111","HHS","DB",0
"202111","LWT","AV",0
"202111","LWT","DB",0
"202111","LMCSL","AV",0
"202111","LMCSL","DB",0
"202111","LMC","AV",0
"202111","LMC","DB",0
"202111","MKT","AV",0
"202111","MKT","DB",0
"202111","CFT","DB",0
"202111","CFT","AV",0
"202111","MFT","DB",0
"202111","MFT","AV",0
"202111","HARB","DB",1301
"202111","HARB","AV",1400
"202111","AIR","DB",32540
"202111","AIR","AV",26316
"202111","HYW","DB",0
"202111","HYW","AV",0
"202111","HKZMB","DB",5362
"202111","HKZMB","AV",3852
"202111","ERLWK","DB",0
"202111","ERLWK","AV",0
"202111","SZB","DB",23649
"202111","SZB","AV",31252
"202111","STK","DB",0
"202111","RTT","DB",0
"202112","ERLWK","DB",0
"202112","HKZMB","AV",4829
"202112","HKZMB","DB",6201
"202112","HYW","AV",5235
"202112","HYW","DB",5235
"202112","AIR","AV",28130
"202112","AIR","DB",45018
"202112","HARB","AV",965
"202112","HARB","DB",874
"202112","MFT","AV",0
"202112","MFT","DB",0
"202112","CFT","AV",0
"202112","CFT","DB",0
"202112","RTT","AV",0
"202112","RTT","DB",0
"202112","KTCT","AV",40690
"202112","KTCT","DB",42734
"202112","HHS","AV",0
"202112","HHS","DB",0
"202112","LWT","AV",5090
"202112","LWT","DB",5089
"202112","LMCSL","AV",6978
"202112","LMCSL","DB",6977
"202112","LMC","AV",0
"202112","LMC","DB",0
"202112","MKT","AV",0
"202112","MKT","DB",0
"202112","STK","AV",0
"202112","STK","DB",0
"202112","SZB","AV",32505
"202112","SZB","DB",28577
"202112","ERLWK","AV",0
"202201","AIR","AV",16009
"202201","AIR","DB",36394
"202201","HARB","AV",472
"202201","HARB","DB",262
"202201","MFT","AV",0
"202201","MFT","DB",0
"202201","CFT","AV",0
"202201","CFT","DB",0
"202201","RTT","AV",0
"202201","RTT","DB",0
"202201","KTCT","AV",8266
"202201","KTCT","DB",3890
"202201","HHS","AV",0
"202201","HHS","DB",0
"202201","LWT","AV",0
"202201","LWT","DB",0
"202201","LMCSL","AV",0
"202201","LMCSL","DB",0
"202201","LMC","AV",0
"202201","LMC","DB",0
"202201","MKT","AV",0
"202201","MKT","DB",0
"202201","STK","AV",0
"202201","STK","DB",0
"202201","SZB","AV",35778
"202201","SZB","DB",33573
"202201","ERLWK","AV",0
"202201","ERLWK","DB",0
"202201","HKZMB","AV",3603
"202201","HKZMB","DB",5112
"202201","HYW","AV",0
"202201","HYW","DB",0
"202202","AIR","AV",10442
"202202","AIR","DB",56258
"202202","HARB","AV",950
"202202","HARB","DB",618
"202202","MFT","AV",0
"202202","MFT","DB",0
"202202","CFT","AV",0
"202202","CFT","DB",0
"202202","RTT","AV",0
"202202","RTT","DB",0
"202202","KTCT","AV",0
"202202","KTCT","DB",0
"202202","HHS","AV",0
"202202","HHS","DB",0
"202202","LWT","AV",0
"202202","LWT","DB",0
"202202","LMCSL","AV",0
"202202","LMCSL","DB",0
"202202","LMC","AV",0
"202202","LMC","DB",0
"202202","MKT","AV",0
"202202","MKT","DB",0
"202202","STK","AV",0
"202202","STK","DB",0
"202202","SZB","AV",11908
"202202","SZB","DB",30895
"202202","ERLWK","AV",0
"202202","ERLWK","DB",0
"202202","HKZMB","AV",1574
"202202","HKZMB","DB",7182
"202202","HYW","AV",0
"202202","HYW","DB",0
"202203","AIR","AV",9026
"202203","AIR","DB",67292
"202203","HARB","AV",435
"202203","HARB","DB",243
"202203","MFT","AV",0
"202203","MFT","DB",0
"202203","CFT","AV",0
"202203","CFT","DB",0
"202203","RTT","AV",0
"202203","RTT","DB",0
"202203","KTCT","AV",0
"202203","KTCT","DB",0
"202203","HHS","AV",0
"202203","HHS","DB",0
"202203","LWT","AV",0
"202203","LWT","DB",0
"202203","LMCSL","AV",0
"202203","LMCSL","DB",0
"202203","LMC","AV",0
"202203","LMC","DB",0
"202203","MKT","AV",0
"202203","MKT","DB",0
"202203","STK","AV",0
"202203","STK","DB",0
"202203","SZB","AV",6406
"202203","SZB","DB",13165
"202203","ERLWK","AV",0
"202203","ERLWK","DB",0
"202203","HKZMB","AV",1336
"202203","HKZMB","DB",6583
"202203","HYW","AV",301
"202203","HYW","DB",0
"202204","LMCSL","AV",0
"202204","LMCSL","DB",0
"202204","LMC","AV",0
"202204","LMC","DB",0
"202204","MKT","AV",0
"202204","MKT","DB",0
"202204","STK","AV",0
"202204","STK","DB",0
"202204","SZB","AV",24513
"202204","SZB","DB",11869
"202204","ERLWK","AV",0
"202204","ERLWK","DB",0
"202204","HKZMB","AV",2838
"202204","HKZMB","DB",5227
"202204","HYW","AV",0
"202204","HYW","DB",0
"202204","AIR","AV",42813
"202204","AIR","DB",54489
"202204","HARB","AV",1449
"202204","HARB","DB",663
"202204","MFT","AV",0
"202204","MFT","DB",0
"202204","CFT","AV",0
"202204","CFT","DB",0
"202204","RTT","AV",0
"202204","RTT","DB",1
"202204","KTCT","AV",0
"202204","KTCT","DB",11
"202204","HHS","AV",0
"202204","HHS","DB",0
"202204","LWT","AV",0
"202204","LWT","DB",0
"202205","AIR","AV",70670
"202205","AIR","DB",65068
"202205","HARB","AV",722
"202205","HARB","DB",747
"202205","MFT","AV",0
"202205","MFT","DB",0
"202205","CFT","AV",0
"202205","CFT","DB",0
"202205","RTT","AV",0
"202205","RTT","DB",0
"202205","KTCT","AV",0
"202205","KTCT","DB",0
"202205","HHS","AV",0
"202205","HHS","DB",0
"202205","LWT","AV",0
"202205","LWT","DB",0
"202205","LMCSL","AV",0
"202205","LMCSL","DB",0
"202205","LMC","AV",0
"202205","LMC","DB",0
"202205","MKT","AV",0
"202205","MKT","DB",0
"202205","STK","AV",0
"202205","STK","DB",0
"202205","SZB","AV",39877
"202205","SZB","DB",21074
"202205","ERLWK","AV",0
"202205","ERLWK","DB",0
"202205","HKZMB","AV",3786
"202205","HKZMB","DB",4805
"202205","HYW","AV",0
"202205","HYW","DB",0
"202206","MKT","AV",0
"202206","MKT","DB",0
"202206","STK","AV",0
"202206","STK","DB",0
"202206","SZB","AV",30812
"202206","SZB","DB",28800
"202206","ERLWK","AV",0
"202206","ERLWK","DB",0
"202206","HKZMB","AV",3687
"202206","HKZMB","DB",7458
"202206","HYW","AV",0
"202206","HYW","DB",0
"202206","AIR","AV",102925
"202206","AIR","DB",107395
"202206","HARB","AV",586
"202206","HARB","DB",510
"202206","MFT","AV",0
"202206","MFT","DB",0
"202206","CFT","AV",0
"202206","CFT","DB",0
"202206","RTT","AV",0
"202206","RTT","DB",0
"202206","KTCT","AV",0
"202206","KTCT","DB",0
"202206","HHS","AV",0
"202206","HHS","DB",0
"202206","LWT","AV",0
"202206","LWT","DB",0
"202206","LMCSL","AV",0
"202206","LMCSL","DB",0
"202206","LMC","AV",0
"202206","LMC","DB",0
"202207","AIR","AV",124687
"202207","AIR","DB",128535
"202207","HARB","AV",417
"202207","HARB","DB",631
"202207","MFT","AV",0
"202207","MFT","DB",0
"202207","CFT","AV",0
"202207","CFT","DB",0
"202207","RTT","AV",0
"202207","RTT","DB",4
"202207","KTCT","AV",0
"202207","KTCT","DB",0
"202207","HHS","AV",0
"202207","HHS","DB",0
"202207","LWT","AV",0
"202207","LWT","DB",0
"202207","LMCSL","AV",0
"202207","LMCSL","DB",0
"202207","LMC","AV",0
"202207","LMC","DB",0
"202207","MKT","AV",0
"202207","MKT","DB",0
"202207","STK","AV",0
"202207","STK","DB",0
"202207","SZB","AV",41894
"202207","SZB","DB",58867
"202207","ERLWK","AV",0
"202207","ERLWK","DB",0
"202207","HKZMB","AV",5719
"202207","HKZMB","DB",7017
"202207","HYW","AV",0
"202207","HYW","DB",0
"202208","STK","AV",0
"202208","MKT","DB",0
"202208","SZB","AV",83888
"202208","SZB","DB",67302
"202208","STK","DB",0
"202208","MKT","AV",0
"202208","LMC","DB",0
"202208","LMC","AV",0
"202208","LMCSL","DB",0
"202208","LMCSL","AV",0
"202208","LWT","DB",0
"202208","LWT","AV",0
"202208","HHS","DB",0
"202208","HHS","AV",0
"202208","KTCT","DB",0
"202208","KTCT","AV",0
"202208","RTT","DB",0
"202208","RTT","AV",0
"202208","CFT","DB",0
"202208","CFT","AV",0
"202208","MFT","DB",0
"202208","MFT","AV",0
"202208","HARB","DB",880
"202208","HARB","AV",1000
"202208","AIR","DB",142460
"202208","AIR","AV",173609
"202208","HYW","DB",0
"202208","HYW","AV",0
"202208","HKZMB","DB",12726
"202208","HKZMB","AV",10002
"202208","ERLWK","DB",0
"202208","ERLWK","AV",0
"202209","HYW","AV",0
"202209","AIR","AV",156400
"202209","HKZMB","AV",9518
"202209","HKZMB","DB",11866
"202209","ERLWK","DB",0
"202209","ERLWK","AV",0
"202209","SZB","DB",46313
"202209","SZB","AV",58924
"202209","STK","DB",0
"202209","STK","AV",0
"202209","MKT","DB",0
"202209","MKT","AV",0
"202209","LMC","DB",0
"202209","LMC","AV",0
"202209","LMCSL","DB",0
"202209","LMCSL","AV",0
"202209","LWT","DB",0
"202209","LWT","AV",0
"202209","HHS","DB",0
"202209","HHS","AV",0
"202209","KTCT","DB",0
"202209","KTCT","AV",0
"202209","RTT","DB",0
"202209","RTT","AV",0
"202209","CFT","DB",0
"202209","CFT","AV",0
"202209","MFT","DB",0
"202209","MFT","AV",0
"202209","HARB","DB",698
"202209","HARB","AV",643
"202209","AIR","DB",171259
"202209","HYW","DB",0
"202210","STK","DB",0
"202210","STK","AV",0
"202210","SZB","DB",37164
"202210","ERLWK","AV",0
"202210","ERLWK","DB",0
"202210","HKZMB","AV",7650
"202210","HKZMB","DB",11987
"202210","HYW","AV",0
"202210","HYW","DB",0
"202210","AIR","AV",261119
"202210","AIR","DB",270730
"202210","HARB","AV",1099
"202210","HARB","DB",936
"202210","MFT","AV",0
"202210","MFT","DB",0
"202210","CFT","AV",0
"202210","CFT","DB",0
"202210","RTT","AV",0
"202210","RTT","DB",0
"202210","KTCT","AV",0
"202210","KTCT","DB",0
"202210","HHS","AV",0
"202210","HHS","DB",0
"202210","LWT","AV",0
"202210","LWT","DB",0
"202210","LMCSL","AV",0
"202210","LMCSL","DB",0
"202210","LMC","AV",0
"202210","LMC","DB",0
"202210","MKT","AV",0
"202210","MKT","DB",0
"202210","SZB","AV",50849
"202211","HKZMB","AV",7802
"202211","HKZMB","DB",10579
"202211","HYW","AV",0
"202211","HYW","DB",0
"202211","AIR","AV",405789
"202211","AIR","DB",399100
"202211","HARB","AV",1803
"202211","HARB","DB",1854
"202211","MFT","AV",0
"202211","MFT","DB",0
"202211","CFT","AV",0
"202211","CFT","DB",0
"202211","RTT","AV",0
"202211","RTT","DB",0
"202211","KTCT","AV",0
"202211","KTCT","DB",0
"202211","HHS","AV",0
"202211","HHS","DB",0
"202211","LWT","AV",0
"202211","LWT","DB",0
"202211","LMCSL","AV",0
"202211","LMCSL","DB",0
"202211","LMC","AV",0
"202211","LMC","DB",0
"202211","MKT","AV",0
"202211","MKT","DB",0
"202211","STK","AV",0
"202211","STK","DB",0
"202211","SZB","AV",48170
"202211","SZB","DB",34621
"202211","ERLWK","AV",0
"202211","ERLWK","DB",0
"202212","AIR","AV",588384
"202212","HYW","DB",0
"202212","HARB","AV",1781
"202212","HARB","DB",1703
"202212","MFT","AV",0
"202212","MFT","DB",0
"202212","CFT","AV",0
"202212","CFT","DB",0
"202212","RTT","AV",0
"202212","RTT","DB",1
"202212","KTCT","AV",0
"202212","KTCT","DB",0
"202212","HHS","AV",0
"202212","HHS","DB",0
"202212","LWT","AV",0
"202212","LWT","DB",0
"202212","LMCSL","AV",0
"202212","LMCSL","DB",0
"202212","LMC","AV",0
"202212","LMC","DB",0
"202212","MKT","AV",0
"202212","MKT","DB",0
"202212","STK","AV",0
"202212","STK","DB",0
"202212","SZB","AV",55016
"202212","SZB","DB",55930
"202212","ERLWK","AV",0
"202212","ERLWK","DB",0
"202212","HKZMB","AV",20218
"202212","HKZMB","DB",24608
"202212","HYW","AV",0
"202212","AIR","DB",680510
"202301","LMC","AV",0
"202301","LMC","DB",0
"202301","LMCSL","AV",411569
"202301","LWT","DB",0
"202301","LWT","AV",0
"202301","HHS","DB",0
"202301","HHS","AV",0
"202301","KTCT","DB",286
"202301","KTCT","AV",314
"202301","RTT","DB",0
"202301","RTT","AV",0
"202301","CFT","DB",14972
"202301","CFT","AV",14122
"202301","MFT","DB",119260
"202301","MFT","AV",106262
"202301","HARB","DB",1407
"202301","HARB","AV",1505
"202301","AIR","DB",773347
"202301","AIR","AV",832742
"202301","HYW","DB",0
"202301","HYW","AV",0
"202301","HKZMB","DB",402910
"202301","HKZMB","AV",398611
"202301","ERLWK","DB",132841
"202301","ERLWK","AV",124941
"202301","SZB","DB",207297
"202301","SZB","AV",226366
"202301","STK","DB",0
"202301","STK","AV",0
"202301","MKT","DB",34582
"202301","MKT","AV",39427
"202301","LMCSL","DB",469852
"202302","LMC","AV",176596
"202302","LMCSL","DB",962592
"202302","LMCSL","AV",962073
"202302","LWT","DB",1201019
"202302","LWT","AV",1157340
"202302","HHS","DB",0
"202302","HHS","AV",0
"202302","KTCT","DB",979
"202302","KTCT","AV",981
"202302","RTT","DB",0
"202302","RTT","AV",0
"202302","CFT","DB",26719
"202302","CFT","AV",27915
"202302","MFT","DB",195639
"202302","MFT","AV",183448
"202302","HARB","DB",1565
"202302","HARB","AV",1477
"202302","AIR","DB",732840
"202302","AIR","AV",800876
"202302","HYW","DB",176204
"202302","HYW","AV",184148
"202302","HKZMB","DB",624495
"202302","HKZMB","AV",620777
"202302","ERLWK","DB",381323
"202302","ERLWK","AV",405968
"202302","SZB","DB",528624
"202302","SZB","AV",532626
"202302","STK","DB",0
"202302","STK","AV",0
"202302","LMC","DB",147208
"202302","MKT","AV",47951
"202302","MKT","DB",38326
"202303","LMC","AV",304725
"202303","LMC","DB",279467
"202303","MKT","AV",65980
"202303","MKT","DB",58038
"202303","STK","AV",0
"202303","STK","DB",0
"202303","SZB","AV",798161
"202303","SZB","DB",811645
"202303","ERLWK","AV",587265
"202303","ERLWK","DB",567569
"202303","HKZMB","AV",791491
"202303","HKZMB","DB",861643
"202303","HYW","AV",423179
"202303","HYW","DB",357243
"202303","AIR","AV",1063729
"202303","AIR","DB",1088148
"202303","HARB","AV",1750
"202303","HARB","DB",1677
"202303","MFT","AV",236253
"202303","MFT","DB",250593
"202303","CFT","AV",38198
"202303","CFT","DB",35330
"202303","RTT","AV",0
"202303","RTT","DB",1
"202303","KTCT","AV",19327
"202303","KTCT","DB",20105
"202303","HHS","AV",0
"202303","HHS","DB",0
"202303","LWT","AV",1852832
"202303","LWT","DB",1986848
"202303","LMCSL","AV",1424172
"202303","LMCSL","DB",1452240
"202304","LMCSL","AV",1600427
"202304","LMCSL","DB",1621739
"202304","LMC","AV",372355
"202304","LMC","DB",325251
"202304","MKT","AV",64653
"202304","MKT","DB",57814
"202304","STK","AV",0
"202304","STK","DB",0
"202304","SZB","AV",999645
"202304","SZB","DB",972493
"202304","ERLWK","AV",994199
"202304","ERLWK","DB",935806
"202304","HKZMB","AV",967894
"202304","HKZMB","DB",1057944
"202304","HYW","AV",496322
"202304","HYW","DB",407779
"202304","AIR","AV",1320612
"202304","AIR","DB",1263254
"202304","HARB","AV",1346
"202304","HARB","DB",1421
"202304","MFT","AV",298522
"202304","MFT","DB",319083
"202304","CFT","AV",59560
"202304","CFT","DB",56815
"202304","RTT","AV",0
"202304","RTT","DB",0
"202304","KTCT","AV",21525
"202304","KTCT","DB",22016
"202304","HHS","AV",0
"202304","HHS","DB",0
"202304","LWT","AV",1990059
"202304","LWT","DB",2075536
"202305","MKT","AV",69416
"202305","MKT","DB",61654
"202305","STK","AV",0
"202305","STK","DB",0
"202305","SZB","AV",915713
"202305","SZB","DB",901917
"202305","ERLWK","AV",860719
"202305","ERLWK","DB",849826
"202305","HKZMB","AV",817464
"202305","HKZMB","DB",877866
"202305","HYW","AV",501572
"202305","HYW","DB",420884
"202305","AIR","AV",1257947
"202305","AIR","DB",1235645
"202305","HARB","AV",1610
"202305","HARB","DB",1545
"202305","MFT","AV",280136
"202305","MFT","DB",290093
"202305","CFT","AV",49690
"202305","CFT","DB",46105
"202305","RTT","AV",5
"202305","RTT","DB",4
"202305","KTCT","AV",18856
"202305","KTCT","DB",18424
"202305","HHS","AV",0
"202305","HHS","DB",0
"202305","LWT","AV",1914812
"202305","LWT","DB",1922803
"202305","LMCSL","AV",1658592
"202305","LMCSL","DB",1716157
"202305","LMC","AV",374356
"202305","LMC","DB",359825
"202306","AIR","AV",1364879
"202306","AIR","DB",1333900
"202306","HARB","AV",1601
"202306","HARB","DB",1662
"202306","MFT","AV",281947
"202306","MFT","DB",301675
"202306","CFT","AV",41287
"202306","CFT","DB",38888
"202306","RTT","AV",0
"202306","RTT","DB",0
"202306","KTCT","AV",20483
"202306","KTCT","DB",21323
"202306","HHS","AV",0
"202306","HHS","DB",0
"202306","LWT","AV",1834387
"202306","LWT","DB",1873377
"202306","LMCSL","AV",1668552
"202306","LMCSL","DB",1807627
"202306","LMC","AV",373508
"202306","LMC","DB",343670
"202306","MKT","AV",63260
"202306","MKT","DB",58235
"202306","STK","AV",0
"202306","STK","DB",0
"202306","SZB","AV",894979
"202306","SZB","DB",897264
"202306","ERLWK","AV",803387
"202306","ERLWK","DB",786009
"202306","HKZMB","AV",745381
"202306","HKZMB","DB",840866
"202306","HYW","AV",489601
"202306","HYW","DB",439297
"202307","AIR","AV",1529434
"202307","AIR","DB",1577863
"202307","HARB","AV",1371
"202307","HARB","DB",1355
"202307","MFT","AV",300362
"202307","MFT","DB",328493
"202307","CFT","AV",51067
"202307","CFT","DB",47626
"202307","RTT","AV",0
"202307","RTT","DB",0
"202307","KTCT","AV",20087
"202307","KTCT","DB",20090
"202307","HHS","AV",0
"202307","HHS","DB",0
"202307","LWT","AV",2167433
"202307","LWT","DB",2161552
"202307","LMCSL","AV",1980353
"202307","LMCSL","DB",2132643
"202307","LMC","AV",450540
"202307","LMC","DB",383345
"202307","MKT","AV",47846
"202307","MKT","DB",35880
"202307","STK","AV",0
"202307","STK","DB",0
"202307","SZB","AV",1079592
"202307","SZB","DB",1048058
"202307","ERLWK","AV",1098550
"202307","ERLWK","DB",1032299
"202307","HKZMB","AV",968376
"202307","HKZMB","DB",1061232
"202307","HYW","AV",629414
"202307","HYW","DB",531803
"202308","SZB","AV",1231184
"202308","SZB","DB",1179915
"202308","STK","DB",0
"202308","STK","AV",0
"202308","MKT","DB",49622
"202308","MKT","AV",54841
"202308","LMC","DB",430894
"202308","LMC","AV",488879
"202308","LMCSL","DB",2278516
"202308","LMCSL","AV",2143248
"202308","LWT","DB",2387167
"202308","LWT","AV",2374712
"202308","HHS","DB",0
"202308","HHS","AV",0
"202308","KTCT","DB",32717
"202308","KTCT","AV",33904
"202308","RTT","DB",0
"202308","RTT","AV",0
"202308","CFT","DB",61499
"202308","CFT","AV",65542
"202308","MFT","DB",366731
"202308","MFT","AV",337161
"202308","HARB","DB",1544
"202308","HARB","AV",1503
"202308","AIR","DB",1559533
"202308","AIR","AV",1701640
"202308","HYW","DB",594999
"202308","HYW","AV",709009
"202308","HKZMB","DB",1217209
"202308","HKZMB","AV",1092535
"202308","ERLWK","DB",1150472
"202308","ERLWK","AV",1296359
"202309","AIR","AV",1279795
"202309","HYW","DB",514209
"202309","HKZMB","DB",891090
"202309","HKZMB","AV",709561
"202309","ERLWK","DB",742711
"202309","ERLWK","AV",778885
"202309","SZB","DB",973157
"202309","SZB","AV",980313
"202309","STK","DB",0
"202309","STK","AV",0
"202309","MKT","DB",9608
"202309","MKT","AV",10992
"202309","LMC","DB",358117
"202309","LMC","AV",416069
"202309","LMCSL","DB",1829969
"202309","LMCSL","AV",1730186
"202309","LWT","DB",1986811
"202309","LWT","AV",1860241
"202309","HHS","DB",0
"202309","HHS","AV",0
"202309","KTCT","DB",24091
"202309","KTCT","AV",21796
"202309","RTT","DB",0
"202309","RTT","AV",0
"202309","CFT","DB",41610
"202309","CFT","AV",38111
"202309","MFT","DB",250585
"202309","MFT","AV",233096
"202309","HARB","DB",1613
"202309","HARB","AV",1540
"202309","AIR","DB",1329469
"202309","HYW","AV",585245
"202310","AIR","AV",1596553
"202310","HYW","DB",676276
"202310","HARB","AV",1691
"202310","HARB","DB",1626
"202310","MFT","AV",280380
"202310","MFT","DB",291222
"202310","CFT","AV",57683
"202310","CFT","DB",51081
"202310","RTT","AV",9
"202310","RTT","DB",0
"202310","KTCT","AV",24864
"202310","KTCT","DB",24610
"202310","HHS","AV",0
"202310","HHS","DB",0
"202310","LWT","AV",2343057
"202310","LWT","DB",2290159
"202310","LMCSL","AV",2043166
"202310","LMCSL","DB",2038577
"202310","LMC","AV",493545
"202310","LMC","DB",451898
"202310","MKT","AV",0
"202310","MKT","DB",0
"202310","STK","AV",0
"202310","STK","DB",0
"202310","SZB","AV",1220070
"202310","SZB","DB",1181327
"202310","ERLWK","AV",1015047
"202310","ERLWK","DB",985488
"202310","HKZMB","AV",988934
"202310","HKZMB","DB",1080474
"202310","HYW","AV",831395
"202310","AIR","DB",1430941
"202311","AIR","AV",1549268
"202311","AIR","DB",1508076
"202311","HARB","AV",1945
"202311","HARB","DB",1783
"202311","MFT","AV",274835
"202311","MFT","DB",285609
"202311","CFT","AV",45362
"202311","CFT","DB",43866
"202311","RTT","AV",0
"202311","RTT","DB",0
"202311","KTCT","AV",25835
"202311","KTCT","DB",24087
"202311","HHS","AV",0
"202311","HHS","DB",0
"202311","LWT","AV",2330935
"202311","LWT","DB",2358514
"202311","LMCSL","AV",2072005
"202311","LMCSL","DB",2149291
"202311","LMC","AV",457058
"202311","LMC","DB",403135
"202311","MKT","AV",29923
"202311","MKT","DB",28801
"202311","STK","AV",0
